企业名称,宣讲地点,宣讲时间,宣讲场地
云南建投第三建设有限公司,昆明理工大学,2017-09-13,呈贡校区西北区教学楼B栋104
中国移动通信集团云南有限公司,昆明理工大学,2017-09-13,莲华校区主楼106报告厅
云南建投第九建设公司,昆明理工大学,2017-09-13,呈贡校区西北区教学楼B栋105
云南帝鸿电子商务有限公司,云南民族大学,2017-06-23,广智院A－107
云南祥鹏航空有限责任公司,云南民族大学,2017-06-16,广智院A-506
埃摩森网络科技（上海）有限公司,云南财经大学,2017-06-09,学生服务大厅
波鸿集团有限公司,云南民族大学,2017-06-09,广智院A－104
成都宏远时代体育文化传播有限公司,云南民族大学,2017-06-09,广智院A－107
昆明万达广场投资有限公司,云南大学滇池学院,2017-06-08,05教室
海尔集团重庆海尔制冷电器有限公司,昆明理工大学,2017-06-07,呈贡校区西北区教学楼B栋104
海尔集团重庆海尔制冷电器有限公司,昆明理工大学,2017-06-07,呈贡校区西北区教学楼B栋104
南京证券股份有限公司昆明人民西路证券营业部,云南财经大学,2017-06-06,学生服务大厅
2017年度孝昌市事业单位公开招聘,云南财经大学,2017-06-06,学生服务大厅
昆明丽佳商贸有限公司,云南财经大学,2017-06-05,学生服务大厅
昆明旭坤会计师事务所有限责任公司,云南财经大学,2017-06-05,学生服务大厅
太平人寿保险有限公司云南分公司,云南警官学院,2017-06-02,阶梯教室102
昆明丽佳商贸有限公司,云南民族大学,2017-06-02,广智院A－106
云南仁德教育投资有限公司,云南民族大学,2017-06-02,广智院A－107
昆明五华水苹果外语培训学校,云南财经大学,2017-06-02,学生服务大厅
昆明丽佳商贸有限公司,云南警官学院,2017-06-01,教学二号楼
云南弘佳装饰集团有限公司,云南民族大学,2017-05-26,广智院A－106
云南禧徕乐经济信息咨询有限公司,云南民族大学,2017-05-26,广智院A-103
云南中工信融信息技术有限公司,云南民族大学,2017-05-26,广智院A－102
华夏银行股份有限公司信用卡中心昆明分中心,云南警官学院,2017-05-25,教学二号楼
昆明尊园房地产经纪有限公司,云南农业大学,2017-05-25,7号教学楼B区406教室
昆明至尊唯美陶瓷有限公司,云南农业大学,2017-05-24,7号教学楼B区504教室
昆明至尊唯美陶瓷有限公司,云南农业大学,2017-05-24,7号教学楼B区504教室
深圳创维-RGB电子有限公司云南分公司,云南农业大学,2017-05-24,7号教学楼B区502教室
环球车享（昆明）汽车租赁有限公司,云南财经大学,2017-05-24,学生服务大厅
云南禧徕乐经济信息咨询有限公司,云南财经大学,2017-05-23,学生服务大厅
云南品斛堂生物科技有限公司,云南财经大学,2017-05-23,学生服务大厅
湖北蔚蓝国际航空学校股份有限公司,云南财经大学,2017-05-22,学生服务大厅
云南省电子信息高级技工学校,昆明理工大学,2017-05-22,新迎校区润泽楼202
信利集团,昆明理工大学,2017-05-22,呈贡校区西北区教学楼B栋104
狮桥融资租赁（中国）有限公司,云南财经大学,2017-05-22,学生服务大厅
昆明航空有限公司（大改驾）飞行学员招聘会,昆明理工大学,2017-05-20,呈贡校区西北区B栋101
云南华软教育信息咨询有限 公司,云南财经大学,2017-05-19,学生服务大厅
深圳创维-RGB电子有限公司云南分公司,云南民族大学,2017-05-19,广智院A－103
维达商贸有限公司,云南民族大学,2017-05-19,广智院A－104
北京软峰时代科技有限公司,云南民族大学,2017-05-19,广智院A－106
西藏林芝市人民医院,昆明医科大学,2017-05-19,昆明市五华区海屯路296号云南经济管理学院综合楼402
优衣库,昆明理工大学,2017-05-18,呈贡校区西北区教学楼B栋102
优衣库,昆明理工大学,2017-05-18,呈贡校区西北区教学楼B栋102
深圳创维-RGB电子有限公司云南分公司,云南财经大学,2017-05-18,学生服务大厅
安宁市金方商业集团有限责任公司,云南财经大学,2017-05-18,学生服务大厅
云南鼎翔投资有限公司,昆明理工大学,2017-05-18,呈贡校区西北区教学楼B栋101
云南远牧健康产业有限公司,昆明理工大学,2017-05-18,呈贡校区西北区教学楼B栋105
四川城市职业学院,昆明理工大学,2017-05-18,呈贡校区西北区教学楼B栋102
北京中公教育科技股份有限公司,昆明理工大学,2017-05-17,莲华校区管经楼406室
中国人寿保险股份有限公司昆明分公司,云南农业大学,2017-05-17,7号教学楼B区504教室
湖北蔚蓝国际航空学校股份有限公司,云南农业大学,2017-05-17,7号教学楼B区502教室
云南西泰电线电缆有限公司校园专场招聘会,云南大学滇池学院,2017-05-17,
上海浦东发展银行股份有限公司信用卡中心,云南警官学院,2017-05-16,教学二号楼
土地公公科技有限公司,昆明理工大学,2017-05-16,呈贡校区西北区教学楼B栋104
云南福津科技有限公司,云南财经大学,2017-05-15,学生服务大厅
云南教育书刊发行中心,昆明理工大学,2017-05-15,呈贡校区西北区教学楼B栋101
云南前程伟业人力资源管理有限公司,云南财经大学,2017-05-15,学生服务大厅
昆明廉明石化有限公司,昆明理工大学,2017-05-15,新迎校区润泽楼202
昆明廉明石化有限公司,昆明理工大学,2017-05-15,新迎校区润泽楼202
昆明市东川区教育局,云南师范大学,2017-05-15,云南师范大学呈贡校区大学生活动中心101大厅
昆明盘龙兴福村镇银行有限责任公司,云南财经大学,2017-05-14,学生服务大厅
融创中国,昆明理工大学,2017-05-12,呈贡校区信自100报告厅
昆明万海企业管理有限公司,云南财经大学,2017-05-12,学生服务大厅
中国人民财产保险股份有限公司昆明市分公司,云南民族大学,2017-05-12,广智院A－107
金正大诺泰尔化学有限公司,云南民族大学,2017-05-12,广智院A－106
昆明伊天园饮食服务有限公司,云南民族大学,2017-05-12,广智院A－102
云南华软教育信息咨询有限 公司,云南民族大学,2017-05-12,广智院A-103
云南天坤人力资源管理有限公司,云南民族大学,2017-05-12,广智院A－104
山东南山国际飞行有限公司,云南警官学院,2017-05-12,教学二号楼
云南众成人才派遣有限责任公司,云南财经大学,2017-05-12,学生服务大厅
vivo（云南高沃科技有限公司）,昆明理工大学,2017-05-12,新迎校区润泽楼101
山西建工集团,昆明理工大学,2017-05-12,呈贡校区西北区教学楼B栋102
广西华银铝业有限公司,昆明理工大学,2017-05-12,呈贡校区西北区B栋105
北京中公教育科技股份有限公司云南分公司,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
北京中公教育科技股份有限公司云南分公司,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
山东师范大学安宁华清中学,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
昆明市西山区美好舒适家居电器经营部,云南农业大学,2017-05-11,7号教学楼B区406教室
昆明远方生物制品有限公司,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
百家书院,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
云南世博教育信息咨询有限公司,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
昆明奥体健身管理投资有限公司,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
西藏昌都市教育系统,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
云南俊有房房地产经纪有限公司,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
云南山香教育,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
金正大诺泰尔化学有限公司,云南财经大学,2017-05-11,学生服务大厅
昆明领英教育科技有限公司,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
昆明盘龙兴福村镇银行,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
昆明家韵房地产经纪有限公司,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
昆明五华顶甲培训学校,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
西藏自治区拉萨市当雄县教育体育局,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
西藏自治区拉萨市当雄县教育体育局,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
云南长水教育集团控股有限公司,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
西藏自治区拉萨市城关区教育系统,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
浙江亚厦装饰股份有限公司,西南林业大学,2017-05-11,新校区学生就业创业实训基地二楼报告厅
昆明市西山区美好舒适家居电器经营部,云南财经大学,2017-05-11,学生服务大厅
昆明世博中学,云南师范大学,2017-05-11,云南师范大学呈贡校区大学生活动中心101大厅
云南方晟矿业有限公司等四公司,昆明理工大学,2017-05-11,呈贡校区西北区教学楼B栋104
昆明融创源赐置业有限责任公司,云南大学,2017-05-11,楠苑多功能217报告厅
云南华软教育信息咨询有限 公司,云南警官学院,2017-05-10,教学二号楼
昆明万海企业管理有限公司,云南农业大学,2017-05-10,7号教学楼B区502教室
昆明美迪教育文化传播有限公司,云南农业大学,2017-05-10,7号教学楼B区504教室
中国人民财产保险股份有限公司昆明市分公司,云南财经大学,2017-05-10,学生服务大厅
昆明安泰得软件股份有限公司招聘会,昆明理工大学,2017-05-10,呈贡校区西北区B栋105
OPPO云南盛欧科技有限公司,昆明理工大学,2017-05-10,新迎校区润泽楼101
正东设计公司,昆明理工大学,2017-05-10,呈贡校区西北区教学楼B栋102
西部证券股份有限公司云南分公司,云南财经大学,2017-05-10,学生服务大厅
西部证券股份有限公司云南分公司,云南财经大学,2017-05-10,学生服务大厅
拉萨市人民医院,昆明医科大学,2017-05-10,昆明市五华区海屯路296号云南经济管理学院综合楼402
昆明万达集团,昆明理工大学,2017-05-09,呈贡校区信自100报告厅
中国人寿保险股份有限公司云南省分公司直属营销二部,云南财经大学,2017-05-09,学生服务大厅
昆明航空有限公司,云南财经大学,2017-05-09,学生服务大厅
新疆维吾尔自治区喀什地区叶城县教育局,云南师范大学,2017-05-09,云南师范大学呈贡校区大学生活动中心101大厅
云南思辉电气设备有限公司招聘会,昆明理工大学,2017-05-09,呈贡校区机电楼报告厅
澄江海诚旅游发展有限公司,云南财经大学,2017-05-08,学生服务大厅
云南三鑫医疗科技有限公司,云南财经大学,2017-05-08,学生服务大厅
昆明伊天园饮食服务有限公司,云南警官学院,2017-05-06,教学二号楼
昆明尊园房地产经纪有限公司,云南警官学院,2017-05-05,教学二号楼
昆明摆渡人传媒有限责任公司,云南财经大学,2017-05-05,学生服务大厅
云南凰明企业管理咨询有限公司,云南警官学院,2017-05-05,教学二号楼
云南祥鹏航空有限责任公司,西南林业大学,2017-05-05,新校区学生就业创业实训基地二楼报告厅
青岛东软载波科技股份有限公司校园招聘会,昆明理工大学,2017-05-05,呈贡校区西北区B栋101
青岛东软载波科技股份有限公司,云南民族大学,2017-05-05,广智院A－103
青岛东软载波科技股份有限公司,云南民族大学,2017-05-05,广智院A－103
昆明市西山家家乐培训学校,云南民族大学,2017-05-05,广智院A－107
昆明万海企业管理有限公司,云南民族大学,2017-05-05,广智院A－102
云南号外商标代理有限公司,昆明理工大学,2017-05-05,呈贡校区西北区教学楼B栋102
云南清榕文化传播有限公司,云南警官学院,2017-05-05,教学二号楼
宁波市交通规划设计研究院有限公司云南分公司,昆明理工大学,2017-05-05,呈贡校区西北区B栋105
宁波市交通规划设计研究院有限公司云南分公司招聘启事,昆明理工大学,2017-05-05,呈贡校区西北区B栋105
环境科学与工程学院第三届环境行业,昆明理工大学,2017-05-05,呈贡校区恬园环境科学与工程学院A栋一楼大厅
中建四局第五建筑工程有限公司,云南大学,2017-05-05,楠苑多功能217报告厅
云南祥鹏航空有限责任公司,云南农业大学,2017-05-04,7号教学楼B区502教室
昆明伊天园饮食服务有限公司,云南农业大学,2017-05-04,7号教学楼B区506教室（周四）
传媒类,云南师范大学,2017-05-04,云南师范大学呈贡校区大学生活动中心101大厅
昆明鼎耀佳装饰设计工程有限公司招聘会,昆明理工大学,2017-05-04,呈贡校区西北区B栋101
江西建工第二建筑有限责任公司云南分公司,云南农业大学,2017-05-03,7号教学楼B区504教室
澄江海诚旅游发展有限公司,云南农业大学,2017-05-03,7号教学楼B区502教室
正大集团（中国区）农牧食品企业,昆明理工大学,2017-05-03,呈贡校区恬园生科楼A200
正大集团（中国区）农牧食品企业,昆明理工大学,2017-05-03,呈贡校区恬园生科楼A200
上海隧道工程有限公司昆明分公司,云南财经大学,2017-05-03,凌云楼北201
曲靖齐丰创盈农业科技有限公司,云南农业大学,2017-04-28,7号教学楼B区505教室 （周五）
昆明语言桥翻译有限公司,昆明理工大学,2017-04-28,呈贡校区西北区教学楼B栋101
昆明滇文教育信息咨询有限公司,云南民族大学,2017-04-28,广智院A－106
曲靖齐丰创盈农业科技有限公司,云南民族大学,2017-04-28,广智院A－103
昆明市西山参差英语培训学校,昆明理工大学,2017-04-28,呈贡校区西北区教学楼B栋104
云南祥鹏航空有限责任公司,云南民族大学,2017-04-28,广智院A－102
昆明奇林文化传播有限公司,云南民族大学,2017-04-28,广智院A－107
深圳市丰收农场网络科技有限公司,西南林业大学,2017-04-28,新校区学生就业创业实训基地二楼报告厅
昆明语言桥翻译有限公司,云南大学,2017-04-28,马列部报告厅
链家集团北京总部,昆明理工大学,2017-04-27,呈贡校区西北区教学楼B栋102
昆明五华新九章培训学校,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
云南建投房地产开发经营有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
浙江融川驰成汽车服务有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
云南天外天天然饮料有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
云南天外天天然饮料有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
华夏银行股份有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
昆明凌宇志达网络科技有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
中国平安保险公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
昆明尊园房地产经纪有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
无锡知谷网络科技有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
云南诺信博天科技有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
城西财经培训学校,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
昆明市西山区参差英语培训学校,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
昆明学斗教育信息咨询有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
砚山普思教育信息咨询服务部,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
昆明百事威咨询服务有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
北京链家房地产经纪有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
重庆链家房地产经纪有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
昆明道名广告有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
云南中讯信息科技有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
云南中讯信息科技有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
成都娃娃营教育科技有限公司,云南师范大学,2017-04-27,云南师范大学呈贡校区大学生活动中心101大厅
广东佳邦信息咨询股份有限公司,云南大学,2017-04-27,泽清堂
云南思辉电气设备有限公司,昆明理工大学,2017-04-27,呈贡校区西北区教学楼B栋104
管理与经济学院,昆明理工大学,2017-04-27,莲华校区管理与经济学院1楼大厅
云南省小龙潭矿务局,昆明理工大学,2017-04-27,呈贡校区计算机重点实验室207
云南省房地产开发经营（集团）有限公司,云南大学,2017-04-27,泽清堂
上海国际主题乐园有限公司,西南林业大学,2017-04-26,A350
深圳市诺普信农资销售有限公司成都分公司,西南林业大学,2017-04-26,新校区学生就业创业实训基地二楼报告厅
云南清榕文化传播有限公司,云南农业大学,2017-04-26,7号教学楼B区505教室（周三）
云南明盟科技有限公司,云南农业大学,2017-04-26,7号教学楼B区504教室
云南恒冠泰达农业发展有限公司,云南农业大学,2017-04-26,7号教学楼B区507教室（周三）
内蒙古西贝餐饮连锁有限责任公司,昆明理工大学,2017-04-26,新迎校区明虹楼311
云南铂骏实业有限公司,西南林业大学,2017-04-26,新校区学生就业创业实训基地二楼报告厅
中国葛洲坝集团第二工程有限公司,云南大学,2017-04-26,马列部报告厅
昆明滇文教育信息咨询有限公司,云南农业大学,2017-04-25,7号教学楼B区504教室
昆明滇文教育信息咨询有限公司,云南农业大学,2017-04-25,7号教学楼B区504教室
云南久益电子商务有限公司,云南财经大学,2017-04-25,学生服务大厅
四川链家房地产经纪有限公司,云南农业大学,2017-04-25,7号教学楼B区502教室
爱唯尔（上海）企业发展有限公司,昆明理工大学,2017-04-25,呈贡校区西北区教学楼B栋102
强韵数据科技有限公司,昆明理工大学,2017-04-25,呈贡校区西北区教学楼B栋101
云南月盛建设工程项目管理有限公司,昆明理工大学,2017-04-25,呈贡校区西北区教学楼B栋104
强运数据科技有限公司,昆明理工大学,2017-04-25,呈贡校区西北区教学楼B栋101
云南红岭云科技股份有限公司,昆明理工大学,2017-04-25,呈贡校区西北区教学楼B栋105
福建青拓设备制造有限公司,昆明理工大学,2017-04-25,呈贡校区西北区教学楼B栋101
海南链家旅居产业科技服务有限公司,昆明理工大学,2017-04-25,呈贡校区西北区教学楼B栋102
云南省公路科学技术研究院 所属研究所、企业招聘会,昆明理工大学,2017-04-24,莲华校区国资楼第一会议室
北京立德未来助学公益基金会,云南大学,2017-04-24,泽清堂
中国葛洲坝集团第二工程有限公司,昆明理工大学,2017-04-24,呈贡校区西北区教学楼B栋101
昆明中升丰田汽车销售服务有限公司,云南大学,2017-04-24,泽清堂
雷波县水务局,西南林业大学,2017-04-23,老行政楼115
广西汽车集团,昆明理工大学,2017-04-22,呈贡校区西北区教学楼B栋105
广西汽车集团,昆明理工大学,2017-04-22,呈贡校区西北区教学楼B栋105
雷波县水务局,昆明理工大学,2017-04-22,呈贡校区西北区教学楼B栋101
拉萨市第一中等职业技术学校,西南林业大学,2017-04-21,新校区学生就业创业实训基地二楼报告厅
广西百色银海铝业有限责任公司,昆明理工大学,2017-04-21,呈贡校区西北区教学楼B栋101
云南高沃科技有限公司,云南民族大学,2017-04-21,广智院A－102
昆明市盘龙区爱乐宝贝培训学校,昆明理工大学,2017-04-21,呈贡校区西北区教学楼B栋105
云南清榕文化传播有限公司,云南民族大学,2017-04-21,广智院A－106
中国人寿保险股份有限公司昆明分公司,云南民族大学,2017-04-21,广智院A－107
四川金度贸易有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
泰康人寿保险股份有限公司云南分公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
滇文教育,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
昆明市西山家家乐培训学校,西南林业大学,2017-04-20,新校区学生就业创业实训基地二楼报告厅
云南微客赢电子商务有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
昆明日新达商贸有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
天使家园儿童摄影有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
昆明迈通科技有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
昆明迈通科技有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
云南柯斯慕商贸有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
昆明晶视觉摄影工作室,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
云南卡尔荣格床垫有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
千旅晨酒店管理有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
海南链家旅居产业科技服务有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
甲骨文OAEC有限公司,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
好未来教育,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
恒坐标教育科技集团,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
昆明国家广告产业园企业,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
北京环球智康时代教育咨询有限公司,云南大学,2017-04-20,马列部报告厅
云南昆交投供应链管理有限公司,云南财经大学,2017-04-20,学生服务大厅
昆明国家广告产业园,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
广东佳邦信息咨询股份有限公司,昆明理工大学,2017-04-20,呈贡校区西北区教学楼B栋101
日立乐金光科技（惠州）有限公司,昆明理工大学,2017-04-20,呈贡校区西北区教学楼B栋102
云南广电传媒集团下属企业招聘会,昆明理工大学,2017-04-20,呈贡校区机电楼报告厅
云南广电传媒集团下属企业招聘会,昆明理工大学,2017-04-20,呈贡校区机电楼报告厅
云南嘉华亮讯咨询有限公司,昆明理工大学,2017-04-20,呈贡校区西北区教学楼B栋102
富加宜连接器(东莞)有限公司,昆明理工大学,2017-04-20,呈贡校区西北区教学楼B栋104
会泽县教育局,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
贵州盘江书院崇文校区,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
贵州兴义一中,云南师范大学,2017-04-20,云南师范大学呈贡校区大学生活动中心101大厅
云南华软教育信息咨询有限 公司,云南农业大学,2017-04-19,7号教学楼B区502教室
好未来教育爱智康事业部,昆明理工大学,2017-04-19,呈贡校区西北区教学楼B栋105
昆明美特斯邦威服饰有限公司,云南大学,2017-04-19,楠苑多功能217报告厅
西安恒坐标教育科技集团有限公司,云南大学,2017-04-19,马列部报告厅
珠海中航飞行学校,昆明理工大学,2017-04-19,呈贡校区西北区教学楼B栋102
昆明理工大学信息工程与自动化学院,昆明理工大学,2017-04-19,呈贡校区信自楼1楼大厅
中铁二十四局集团新余工程有限公司,西南林业大学,2017-04-19,新校区学生就业创业实训基地二楼报告厅
北京数字政通科技发展股份有限公司,云南大学,2017-04-19,楠苑多功能217报告厅
云南嘉华亮讯咨询有限公司,云南大学,2017-04-19,马列部报告厅
中国大地保险云南分公司,昆明理工大学,2017-04-18,莲华校区主楼106
中国大地保险云南分公司,昆明理工大学,2017-04-18,莲华校区主楼106
广西汽车集团,云南大学,2017-04-18,马列部报告厅
京木（中国）创意展示有限公司,西南林业大学,2017-04-18,新校区学生就业创业实训基地二楼报告厅
中铁十二局集团有限公司,昆明理工大学,2017-04-18,呈贡校区西北区教学楼B栋104
招商证券股份有限公司校园专场招聘会,云南大学滇池学院,2017-04-18,05教室
2017年云南大学综合类毕业生大型人才招聘会,云南大学,2017-04-18,其他地点
深圳普惠快捷金融服务有限公司2017年校园招聘会,云南大学,2017-04-17,呈贡楠苑综合楼多功能厅
云南祥鹏航空有限责任公司,昆明理工大学,2017-04-17,呈贡校区西北区教学楼B栋102
拉萨市第二中等职业技术学校,云南财经大学,2017-04-15,学生服务大厅
北京中宸泓昌科技有限公司,昆明理工大学,2017-04-14,呈贡校区西北区教学楼B栋102
厦门航空全国校园公费飞行学员招聘会,昆明理工大学,2017-04-14,呈贡校区西北区教学楼B栋101
云南小松工程机械有限公司,云南农业大学,2017-04-14,7号教学楼B区505教室 （周五）
云南省曲靖市会泽县教育局,云南师范大学,2017-04-14,云南师范大学呈贡校区大学生活动中心101大厅
拉萨市第二中等职业技术学校,云南农业大学,2017-04-14,7号教学楼B区501教室
浙江横店影视职业学院,云南民族大学,2017-04-14,广智院A－103
四川链家房地产经纪有限公司,云南民族大学,2017-04-14,广智院A－104
四川链家房地产经纪有限公司,云南民族大学,2017-04-14,广智院A－104
拉萨市第二中等职业技术学校,云南民族大学,2017-04-14,广智院A－106
云南海诚实业集团股份有限公司,云南民族大学,2017-04-14,广智院A－107
云南盛欧科技有限公司,云南民族大学,2017-04-14,广智院A－102
云南要蛤有蛤文化传播有限公司,昆明理工大学,2017-04-14,呈贡校区西北区教学楼B栋102
拉萨市第二中等职业技术学校,昆明理工大学,2017-04-14,呈贡校区西北区教学楼B栋105
比亚迪股份有限公司2017年校园招聘会,云南大学,2017-04-14,呈贡楠苑综合楼多功能厅
灌阳县高级中学,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
云南家长网校,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
云南典易能教育信息咨询有限公司,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
昆明美特斯邦威服饰有限公司,云南财经大学,2017-04-13,学生服务大厅
云南长水教育集团控股有限公司,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101大厅
北京华图宏阳教育文化发展有限公司云南分公司,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
云南奥创商贸有限责任公司,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
云南省云天化中学,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
昆明语言桥翻译有限公司,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
昆明语言桥翻译有限公司,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
云南盛欧科技有限公司,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
昆明市西山家家乐培训学校,云南农业大学,2017-04-13,7号教学楼B区406教室
云南创网科技有限公司,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
中铝东北轻合金有限责任公司,昆明理工大学,2017-04-13,呈贡校区西北区教学楼B栋105
浙江横店影视职业学院,云南师范大学,2017-04-13,云南师范大学呈贡校区大学生活动中心101 大厅
比亚迪股份有限公司,昆明理工大学,2017-04-12,呈贡校区西北区教学楼B栋101
华西证券股份有限公司昆明北京路证券营业部,云南财经大学,2017-04-12,学生服务大厅
招商证券股份有限公司昆明北京路证券营业部,云南农业大学,2017-04-12,7号教学楼B区502教室
云南盛欧科技有限公司,西南林业大学,2017-04-12,新校区学生就业创业实训基地二楼报告厅
中工信融（北京）信息技术有限公司,云南农业大学,2017-04-12,7号教学楼B区504教室
昆明市西山家家乐培训学校,云南财经大学,2017-04-12,学生服务大厅
云南明盟科技有限公司,云南财经大学,2017-04-11,学生服务大厅
上海汉得信息技术股份有限公司,昆明理工大学,2017-04-11,新迎校区明虹楼报告厅
海利尔药业集团股份有限公司,昆明理工大学,2017-04-11,呈贡校区西北区教学楼B栋101
鲁泰纺织股份有限公司,云南财经大学,2017-04-11,博远楼413
鲁泰纺织股份有限公司,云南财经大学,2017-04-11,博远楼413
浙江华友钴业股份有限公司,昆明理工大学,2017-04-10,呈贡校区西北区教学楼B栋102
深圳华强方特文化科技集团股份有限公司,西南林业大学,2017-04-10,新校区学生就业创业实训基地二楼报告厅
全友家私有限公司,云南农业大学,2017-04-10,7号教学楼B区504教室
海利尔药业集团股份有限公司,云南农业大学,2017-04-10,7号教学楼B区505教室（周一）
海利尔药业集团股份有限公司,西南林业大学,2017-04-10,新校区学生就业创业实训基地二楼报告厅
四川链家校园专场招聘会,云南大学滇池学院,2017-04-10,05教室
深圳华强方特文化科技集团股份有限公司,云南财经大学,2017-04-08,学生服务大厅
万科房地产,昆明理工大学,2017-04-07,呈贡校区信自100报告厅
北京航空航天大学,云南农业大学,2017-04-07,7号教学楼B区501教室
广东海信冰箱股份营销有限公司昆明分公司,云南财经大学,2017-04-07,学生服务大厅
鲁泰纺织股份有限公司,云南民族大学,2017-04-07,广智院A－106
